10	0	0
10	-0.001962	-0.0001962
10	-0.005886	-0.0005886
9.99999	-0.011772	-0.0011772
9.99998	-0.01962	-0.001962
9.99996	-0.02943	-0.002943
9.99992	-0.0412019	-0.0041202
9.99985	-0.0549357	-0.0054936
9.99975	-0.0706313	-0.00706319
9.99961	-0.0882886	-0.00882898
9.99942	-0.107908	-0.010791
9.99916	-0.129488	-0.0129491
9.99883	-0.153029	-0.0153035
9.99841	-0.178531	-0.017854
9.99788	-0.205993	-0.0206007
9.99723	-0.235414	-0.0235436
9.99644	-0.266794	-0.0266826
9.9955	-0.300132	-0.0300177
9.99437	-0.335427	-0.033549
9.99305	-0.372677	-0.0372763
9.99151	-0.41188	-0.0411997
9.98973	-0.453036	-0.0453191
9.98768	-0.496142	-0.0496345
9.98534	-0.541195	-0.0541459
9.98269	-0.588193	-0.0588532
9.97968	-0.637132	-0.0637564
9.9763	-0.68801	-0.0688554
9.97252	-0.740821	-0.0741501
9.9683	-0.795563	-0.0796404
9.96362	-0.852229	-0.0853264
9.95843	-0.910814	-0.0912078
9.95272	-0.971312	-0.0972846
9.94643	-1.03372	-0.103557
9.93953	-1.09802	-0.110024
9.932	-1.16422	-0.116686
9.92378	-1.23229	-0.123543
9.91485	-1.30224	-0.130595
9.90515	-1.37405	-0.137841
9.89465	-1.44772	-0.145282
9.88331	-1.52322	-0.152917
9.87108	-1.60054	-0.160746
9.85792	-1.67968	-0.168768
9.84379	-1.76061	-0.176984
9.82864	-1.84333	-0.185393
9.81242	-1.9278	-0.193995
9.79509	-2.01402	-0.202789
9.77659	-2.10196	-0.211775
9.75689	-2.1916	-0.220954
9.73593	-2.28292	-0.230323
9.71366	-2.3759	-0.239884
9.69003	-2.47051	-0.249635
9.66499	-2.56672	-0.259577
9.63849	-2.6645	-0.269708
9.61048	-2.76383	-0.280028
9.5809	-2.86467	-0.290537
9.54971	-2.96698	-0.301234
9.51685	-3.07075	-0.312118
9.48228	-3.17592	-0.323188
9.44593	-3.28245	-0.334445
9.40775	-3.39032	-0.345887
9.3677	-3.49947	-0.357514
9.32571	-3.60986	-0.369325
9.28175	-3.72144	-0.381318
9.23575	-3.83418	-0.393494
9.18767	-3.94801	-0.405851
9.13745	-4.06288	-0.418388
9.08505	-4.17874	-0.431104
9.03041	-4.29554	-0.443999
8.97349	-4.41321	-0.457071
8.91424	-4.5317	-0.470319
8.85261	-4.65094	-0.483741
8.78856	-4.77087	-0.497338
8.72204	-4.89143	-0.511107
8.65301	-5.01253	-0.525047
8.58142	-5.13412	-0.539156
8.50724	-5.25612	-0.553434
8.43043	-5.37846	-0.56788
8.35095	-5.50105	-0.58249
8.26877	-5.62382	-0.597264
8.18385	-5.7467	-0.612201
8.09616	-5.86959	-0.627298
8.00568	-5.99242	-0.642554
7.91237	-6.11509	-0.657967
7.81621	-6.23753	-0.673535
7.71719	-6.35964	-0.689257
7.61527	-6.48133	-0.70513
7.51045	-6.6025	-0.721152
7.40272	-6.72308	-0.737322
7.29205	-6.84295	-0.753637
7.17844	-6.96204	-0.770095
7.0619	-7.08023	-0.786694
6.94241	-7.19743	-0.803432
6.81998	-7.31354	-0.820305
6.69461	-7.42847	-0.837313
6.56632	-7.54211	-0.854452
6.43511	-7.65437	-0.871719
6.30101	-7.76513	-0.889113
6.16402	-7.87432	-0.906631
6.02418	-7.98181	-0.924269
5.88151	-8.08751	-0.942026
5.73603	-8.19133	-0.959898
5.5878	-8.29316	-0.977883
5.43683	-8.39291	-0.995977
5.28318	-8.49047	-1.01418
5.12689	-8.58575	-1.03248
4.96801	-8.67865	-1.05089
4.80659	-8.76908	-1.06939
4.64269	-8.85694	-1.08799
4.47637	-8.94216	-1.10668
4.30769	-9.02462	-1.12545
4.13673	-9.10426	-1.14431
3.96355	-9.18098	-1.16325
3.78822	-9.25469	-1.18227
3.61084	-9.32533	-1.20137
3.43147	-9.39282	-1.22053
3.25021	-9.45707	-1.23976
3.06713	-9.51802	-1.25906
2.88234	-9.5756	-1.27841
2.69592	-9.62975	-1.29783
2.50798	-9.68039	-1.31729
2.31861	-9.72749	-1.33681
2.12791	-9.77098	-1.35637
1.93598	-9.81081	-1.37597
1.74294	-9.84694	-1.39561
1.54889	-9.87932	-1.41528
1.35394	-9.90792	-1.43499
1.15819	-9.9327	-1.45472
0.961775	-9.95364	-1.47447
0.764793	-9.97071	-1.49424
0.567362	-9.98389	-1.51403
0.369597	-9.99317	-1.53383
0.171615	-9.99853	-1.55363
-0.0264683	-9.99996	-1.57344
-0.224536	-9.99748	-1.59325
-0.422471	-9.99107	-1.61306
-0.620158	-9.98075	-1.63285
-0.817481	-9.96653	-1.65264
-1.01432	-9.94842	-1.6724
-1.21057	-9.92646	-1.69215
-1.40612	-9.90065	-1.71188
-1.60084	-9.87103	-1.73157
-1.79463	-9.83765	-1.75124
-1.98738	-9.80053	-1.77087
-2.17899	-9.75971	-1.79046
-2.36935	-9.71526	-1.81001
-2.55835	-9.66721	-1.82951
-2.74589	-9.61562	-1.84896
-2.93188	-9.56055	-1.86836
-3.11623	-9.50206	-1.8877
-3.29883	-9.44022	-1.90698
-3.47959	-9.3751	-1.92619
-3.65844	-9.30676	-1.94534
-3.83528	-9.23529	-1.96441
-4.01004	-9.16076	-1.98341
-4.18263	-9.08326	-2.00233
-4.35299	-9.00286	-2.02117
-4.52105	-8.91965	-2.03992
-4.68672	-8.83372	-2.05858
-4.84997	-8.74516	-2.07716
-5.01071	-8.65406	-2.09563
-5.16891	-8.56051	-2.11401
-5.3245	-8.46462	-2.13229
-5.47744	-8.36646	-2.15046
-5.62768	-8.26615	-2.16853
-5.77518	-8.16378	-2.18648
-5.91991	-8.05945	-2.20432
-6.06183	-7.95325	-2.22205
-6.20091	-7.8453	-2.23965
-6.33713	-7.73568	-2.25714
-6.47046	-7.62451	-2.2745
-6.60089	-7.51187	-2.29173
-6.7284	-7.39788	-2.30884
-6.85298	-7.28262	-2.32581
-6.97463	-7.16621	-2.34265
-7.09333	-7.04873	-2.35935
-7.20909	-6.9303	-2.37591
-7.32191	-6.81099	-2.39233
-7.43179	-6.69092	-2.40861
-7.53875	-6.57018	-2.42474
-7.64279	-6.44885	-2.44072
-7.74393	-6.32704	-2.45655
-7.84219	-6.20484	-2.47223
-7.93758	-6.08233	-2.48776
-8.03014	-5.95961	-2.50313
-8.11987	-5.83676	-2.51834
-8.20682	-5.71386	-2.5334
-8.291	-5.591	-2.54829
-8.37246	-5.46827	-2.56302
-8.45122	-5.34574	-2.57759
-8.52732	-5.22348	-2.59199
-8.6008	-5.10159	-2.60622
-8.6717	-4.98012	-2.62029
-8.74006	-4.85915	-2.63418
-8.80591	-4.73876	-2.64791
-8.86932	-4.61901	-2.66146
-8.9303	-4.49996	-2.67483
-8.98893	-4.38169	-2.68803
-9.04523	-4.26424	-2.70106
-9.09927	-4.14769	-2.7139
-9.15108	-4.03208	-2.72657
-9.20072	-3.91748	-2.73906
-9.24824	-3.80394	-2.75137
-9.29369	-3.69151	-2.7635
-9.33712	-3.58024	-2.77544
-9.37859	-3.47018	-2.7872
-9.41813	-3.36137	-2.79878
-9.45582	-3.25385	-2.81017
-9.49169	-3.14768	-2.82138
-9.5258	-3.04288	-2.8324
-9.55821	-2.9395	-2.84324
-9.58896	-2.83757	-2.85388
-9.61811	-2.73713	-2.86434
-9.64571	-2.63822	-2.87461
-9.67182	-2.54085	-2.88469
-9.69648	-2.44507	-2.89458
-9.71974	-2.35089	-2.90428
-9.74165	-2.25836	-2.91379
-9.76228	-2.16748	-2.92311
-9.78165	-2.07829	-2.93224
-9.79983	-1.99081	-2.94117
-9.81686	-1.90506	-2.94992
-9.83279	-1.82105	-2.95847
-9.84767	-1.73881	-2.96682
