7.07107,7.07107,0.785398
7.07205,7.07009,0.785259
7.07401,7.06812,0.784982
7.07695,7.06518,0.784566
7.08087,7.06125,0.784011
7.08577,7.05633,0.783316
7.09165,7.05043,0.782483
7.0985,7.04353,0.781511
7.10632,7.03564,0.7804
7.11512,7.02674,0.779149
7.12488,7.01684,0.777758
7.13561,7.00593,0.776228
7.1473,6.994,0.774558
7.15996,6.98105,0.772747
7.17356,6.96707,0.770796
7.18812,6.95204,0.768704
7.20362,6.93598,0.766472
7.22007,6.91886,0.764097
7.23745,6.90067,0.761582
7.25577,6.88141,0.758924
7.27501,6.86107,0.756124
7.29517,6.83963,0.753181
7.31624,6.81708,0.750095
7.33822,6.79342,0.746865
7.3611,6.76862,0.743492
7.38486,6.74269,0.739974
7.40951,6.71559,0.736311
7.43503,6.68733,0.732503
7.46141,6.65787,0.728549
7.48865,6.62722,0.724448
7.51673,6.59536,0.720201
7.54565,6.56226,0.715806
7.57538,6.52791,0.711263
7.60592,6.4923,0.706571
7.63726,6.4554,0.701731
7.66938,6.41721,0.69674
7.70227,6.37769,0.691599
7.73592,6.33684,0.686307
7.7703,6.29463,0.680863
7.80541,6.25105,0.675266
7.84122,6.20607,0.669516
7.87772,6.15967,0.663613
7.91489,6.11184,0.657555
7.95271,6.06254,0.651342
7.99116,6.01176,0.644972
8.03023,5.95948,0.638446
8.06988,5.90568,0.631763
8.1101,5.85033,0.624921
8.15086,5.79341,0.617919
8.19213,5.73489,0.610758
8.2339,5.67476,0.603437
8.27614,5.61298,0.595953
8.31881,5.54954,0.588308
8.36189,5.48441,0.580499
8.40535,5.41757,0.572526
8.44916,5.34899,0.564388
8.49329,5.27864,0.556084
8.53769,5.20652,0.547614
8.58235,5.13258,0.538976
8.62721,5.0568,0.53017
8.67225,4.97916,0.521194
8.71742,4.89964,0.512049
8.76269,4.81821,0.502732
8.80802,4.73485,0.493244
8.85335,4.64954,0.483582
8.89865,4.56224,0.473747
8.94387,4.47294,0.463737
8.98896,4.38161,0.453552
9.03388,4.28824,0.443191
9.07857,4.1928,0.432652
9.12298,4.09527,0.421935
9.16706,3.99562,0.411039
9.21075,3.89385,0.399964
9.254,3.78992,0.388707
9.29674,3.68383,0.377269
9.33892,3.57555,0.365649
9.38047,3.46507,0.353845
9.42134,3.35238,0.341857
9.46144,3.23745,0.329685
9.50073,3.12028,0.317327
9.53912,3.00085,0.304782
9.57656,2.87916,0.29205
9.61295,2.7552,0.279131
9.64824,2.62896,0.266022
9.68235,2.50043,0.252725
9.71519,2.36962,0.239237
9.74669,2.23652,0.225559
9.77677,2.10112,0.21169
9.80535,1.96345,0.197629
9.83234,1.82349,0.183375
9.85765,1.68127,0.168929
9.88121,1.53678,0.154289
9.90292,1.39004,0.139455
9.92269,1.24106,0.124427
9.94043,1.08988,0.109205
9.95605,0.936493,0.0937868
9.96946,0.780941,0.0781737
9.98056,0.623246,0.062365
9.98926,0.463439,0.0463605
9.99545,0.301555,0.03016
9.99905,0.13763,0.0137635
9.99996,-0.0282932,-0.00282932
9.99808,-0.19617,-0.0196183
9.9933,-0.365953,-0.0366034
9.98554,-0.537587,-0.0537846
9.97469,-0.711017,-0.0711618
9.96066,-0.886182,-0.0887346
9.94334,-1.06302,-0.106503
9.92264,-1.24145,-0.124466
9.89846,-1.42141,-0.142624
9.87071,-1.60282,-0.160976
9.83929,-1.7856,-0.179522
9.80411,-1.96965,-0.198261
9.76506,-2.15489,-0.217193
9.72207,-2.34122,-0.236315
9.67504,-2.52854,-0.255629
9.62389,-2.71675,-0.275133
9.56853,-2.90572,-0.294825
9.50888,-3.09536,-0.314705
9.44485,-3.28553,-0.334771
9.37638,-3.47612,-0.355023
9.30339,-3.667,-0.375459
9.22581,-3.85803,-0.396078
9.14358,-4.04907,-0.416877
9.05663,-4.23998,-0.437856
8.96491,-4.43063,-0.459012
8.86836,-4.62085,-0.480345
8.76694,-4.81049,-0.501851
8.6606,-4.9994,-0.523529
8.54931,-5.18741,-0.545378
8.43305,-5.37436,-0.567394
8.31177,-5.56008,-0.589575
8.18547,-5.7444,-0.61192
8.05413,-5.92714,-0.634425
7.91774,-6.10814,-0.657088
7.77631,-6.2872,-0.679907
7.62985,-6.46416,-0.702878
7.47837,-6.63883,-0.725999
7.32189,-6.81102,-0.749266
7.16044,-6.98055,-0.772677
6.99407,-7.14724,-0.796229
6.82281,-7.3109,-0.819918
6.64673,-7.47135,-0.843741
6.46587,-7.6284,-0.867694
6.28033,-7.78187,-0.891774
6.09016,-7.93158,-0.915977
5.89546,-8.07735,-0.9403
5.69632,-8.219,-0.964738
5.49285,-8.35635,-0.989288
5.28515,-8.48924,-1.01395
5.07334,-8.61749,-1.03871
4.85755,-8.74095,-1.06357
4.63792,-8.85944,-1.08853
4.41458,-8.97282,-1.11357
4.18769,-9.08093,-1.13871
3.95739,-9.18363,-1.16392
3.72386,-9.28078,-1.18922
3.48726,-9.37225,-1.21458
3.24778,-9.4579,-1.24002
3.00558,-9.53764,-1.26552
2.76086,-9.61133,-1.29108
2.51381,-9.67888,-1.31669
2.26464,-9.7402,-1.34235
2.01354,-9.79519,-1.36806
1.76071,-9.84377,-1.3938
1.50638,-9.88589,-1.41958
1.25076,-9.92147,-1.44539
0.994059,-9.95047,-1.47123
0.736499,-9.97284,-1.49708
0.478303,-9.98855,-1.52295
0.219693,-9.99759,-1.54883
-0.0391067,-9.99992,-1.57471
-0.297873,-9.99556,-1.60059
-0.556381,-9.98451,-1.62646
-0.814408,-9.96678,-1.65233
-1.07173,-9.9424,-1.67818
-1.32813,-9.91141,-1.704
-1.58339,-9.87385,-1.7298
-1.83728,-9.82977,-1.75557
